psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
769	90906	210	48	"c"	3	48029	41700	"U"	1	2	1	9	1	1	2		1	1			1	4	1	1	2	1	1	10	2			1	1	2	1	1	3	2	2	1	2	1	1	1	1							1	1	1	1	3	3	2	2	2								2	2	2	2	2	2	2		2	4	1	1	2	3	1		1	2	3	2	1	1	2	3	1	2	1		3	2	2	3	1	2	48	6	2	2	1	1	1	2	5		7	2		2	2			1	4	1	2	1	1	4	78247	2		1	60			"WAR"					2	4	4	4	4	2	1.6341463414634145	3	60908	2.0	2.0	1.0	0.0	1.0	0.0	0.0	7.0	6.0	7.0	2.0	0.468	71.85919	1650052	7.301346	47048	0.44	0.55	0.25	0.25	0.8333333	0.75	0.2	0.49218747	0.16899277	0.10008418	0.25582355	0.5194805	48.0	0.75	1.0	0.0	0.0	1.0
360	90706	210	48	"c"	3	48029	41700	"U"	1	2	2	2	1	1	1		2	1			2	4	2	1	1	2	1	10	2			2	2	1	1	1	2	2	2	1	3	1	1	1	3							1	1	1	2	1	3	2	2	2								2	9	1	2	2	2	9		3	4	1	1	1	3	1		2	1	3	3	2	9	2	3	2	9	1		3	1	3	1	1	3	58	5	2	1	1	2	99		2		4	1	1	3		2		3	4	1	9	1	1	4	78218	2		1	60	37		"THE WAR IN IRAQ AND HEALTH CARE"					3	4	4	5	3	1	1.951219512195122	1	60907	2.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	5.0	4.0	5.0	0.468	71.85919	1650052	7.301346	47048	0.44	0.55	0.25	0.25	0.6666667	0.375	0.8	0.49218747	0.16899277	0.10008418	0.25582355	0.5194805	58.0	0.375	0.0	0.0	0.0	0.0
733	90706	979	48	"c"	3	48039	26420	"S"	2	2	1	9	1	9	1		3	4			3	2	4	3	1	1	2	5	2			2	1	1	2	2	3	2	3	1	4	1	1	2	2							1	1	1	1	3	1	9	9	9								2	9	2	9	9	2	9		9	1	2	1	1	3	1		2	2	4	2	1	2	2	3	2	2	1		3	2	3	1	1	3	40	5	2	2	1	1	1	1	1	"CHRISTIAN"	5	1	1	3		2		1	2	1	3	1	1	4	77486			2	4			"INFLATION"					2	2	5	3	3	2	1.3414634146341464	3	60906	2.0	4.0	1.0	0.0	1.0	0.0	0.0	5.0	5.0	5.0	6.0	0.422	74.59387	300522	11.717611	65607	0.31	0.68	0.25	0.75	0.6666667	0.5	1.0	0.31249997	0.030679876	0.16062073	0.45736998	0.6883117	40.0	0.5	1.0	0.0	0.0	1.0
1512	91006	979	48	"c"	3	48039	26420	"S"	2	2	1	1	1	1	2		2	2			2	2	2	1	1	1	1	10	1			1	1	1	1	1	1	2	3	1	1	2	1	1	1							2	1	2	2	2	2	1	1	1								9	1	9	4	1	1	1		9	2	1	1	1	2	1		1	9	2	3	1	9	2	2	1	2	2		2	2	1	2	2	1	71	3	2	1	1	2	1	1	3		4	1	1	3		1	1		2	1	1	2	1	4	77480			1	47			"BORDERS"					4	2	5	6	2	1	1.6341463414634145	7	60908	4.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	4.0	0.422	74.59387	300522	11.717611	65607	0.31	0.68	0.75	0.75	0.33333334	0.375	0.6	0.31249997	0.030679876	0.16062073	0.45736998	0.6883117	71.0	0.375	1.0	0.0	0.0	1.0
43	90606	979	48	"c"	3	48041	17780	"U"	1	1	1	1	1	1	1	1	3	3	3	4				3	1	2	1	9	2		4		9	1	2	1	3	2	3	1	2	2	1	1	2	3	2	3	3	3	2							1	1	1	1	1	1	1	1	2	1								1		3	3	2	2		2	1		2	3	3	2	1	1	2	1	2	2	9		1	1	2	2	1	65	7	2	1	5	2	1	2	2		6	1	1	1	2		3		2	1	1	3	1	4	77840	9		2	60			"THE WAY THE WAR ID GOING THE WAY THE WAR IS GOING"	1			"THE WAR THE WAR"	4	2	5	6	4	1	1.0975609756097562	1	60906	4.0	4.0	1.0	1.0	0.0	1.0	0.0	6.0	7.0	6.0	5.0	0.534	75.44303	185426	10.85824	37898	0.3	0.69	0.75	0.75	1.0	0.625	0.8	0.74999994	0.018883724	0.14884079	0.15645668	0.70129865	65.0	0.625	0.0	0.0	0.0	1.0
673	90706	830	48	"c"	3	48053	0	"R"	3	2	1	2	1	9	9		1	4			1	3	1	9	1	1	1	10	2			1	2	2	1	1	2	2	2	1	3	1	2	1	1							1	1	1	3	1	3	2	2	2								2	2	2	2	2	2	2		1	3	3	1	2	4	1		2	1	2	3	1	1	2	3	1	2	2		3	9	3	2	2	2	69	6	2	1	1	2	1	2	2		6	1	1	2	1			1	2	1	2	1	1	4	78669	1	1	1	43	62		"SANITY/IRRATIONAL BEHAVIOR IN CONGRESS... DOING SOMETHING ABOUT TERRORISM RATHER THEN JUST TALKING ABOUT IT AND PLAYING GAMES"					4	1	5	6	4	1	1.048780487804878	5	60906	1.0	4.0	1.0	1.0	0.0	0.0	0.0	6.0	6.0	6.0	5.0	0.442	93.78183	42215	1.8761104	48187	0.26	0.73	0.0	0.75	0.8333333	0.625	0.8	0.390625	0.004206074	0.025717035	0.26819283	0.7532468	69.0	0.625	1.0	0.0	0.0	1.0
1372	90906	830	48	"c"	3	48055	12420	"S"	2	2	2	2	1	2	2		4	1			2	2	1	3	1	1	1	10	9	2		1	2	2	2	2	2	2	2	1	4	1	1	2	2							4	1	1	1	1	2	2	2	1								1	2	2	2	2	2	4		2	2	3	2	1	4	3		1	9	4	3	1	2	1	4	1	1	1		2	1	3	3	3	3	25	3	1	4	1	1	2	1	4		4	9		2	1			1	3	1	2	3	1	4	78648			1	43			"THE FACT THAT WE DO NOT HAVE A BETTER LEADER"					1	1	4	2	2	3	4.317073170731708	3	60906	1.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0	3.0	4.0	3.0	0.416	63.649242	37416	6.956917	41594	0.44	0.56	0.0	0.5	0.33333334	0.375	0.4	0.28906253	0.003714226	0.09536287	0.19659437	0.53246754	25.0	0.375	1.0	1.0	0.0	0.0
905	90906	325	48	"c"	3	48059	10180	"S"	2	2	1	1	1	1	2		1	3			1	3	1	3	1	1	1	9	1			2	1	1	2	2	1	2	3	1	1	2	1	1	1							1	1	1	2	3	3	2	2	2								1	1	1	1	2	1	1		1	1	1	1	1	1	1		2	1	2	3	2	2	9	2	1	1	2		1	2	1	2	2	1	38	5	2	1	1	2	1	1	5		8	1	1	1	1		3		1	1	1	1	1	4	79602			2	59			"foriegn polocy"					2	1	5	3	3	1	1.6829268292682926	4	60906	5.0	5.0	1.0	1.0	0.0	0.0	0.0	8.0	5.0	8.0	2.0	0.432	94.456825	13458	0.5127062	44596	0.19	0.8	1.0	1.0	0.6666667	0.875	0.2	0.35156253	0.0012587783	0.0070279893	0.2291954	0.84415585	38.0	0.875	0.0	0.0	0.0	1.0
1504	91006	972	48	"c"	3	48085	19100	"U"	1	2	2	1	1	1	2		2	2			2	2	3	3	1	2	1	10	1			2	1	2	3	1	1	2	3	1	1	2	2	1	1							2	2	2	1	3	2	1	1	1								1	3	3	2	1	3	1		1	2	3	1	1	2	1		1	2	2	3	1	2	1	2	1	9	2		2	1	1	2	3	3	53	3	2	1	1	2	1	2	2		3	1	1	1	1		3		2	1	1	3	1	4	75071	2		1	62			"THE TERRORISM PROBLEM THE TERRORISM PROBLEM"					3	3	5	4	2	1	4.439024390243903	12	60906	5.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	3.0	3.0	5.0	0.425	75.67131	738745	8.004657	80504	0.28	0.71	1.0	0.75	0.33333334	0.25	0.8	0.32421878	0.07559321	0.10972491	0.61914796	0.7272727	53.0	0.25	1.0	0.0	0.0	0.0
1501	90806	972	48	"c"	3	48085	19100	"S"	2	1	2	2	1	1	1	1	1	1	1	1			1	1	1	1	1	10	2		1		1	2	1	1	3	2	3	1	3	1	1	1	2	2	1	1	2	1	2							3	1	2	4	1	2	1	1	2	1								3		3	9	1	1	3	1	1		1	3	3	2	1	1	3	2	9	1	3		1	1	3	1	2	80	6	2	1	1	2	1	1	1		5	1	1	3		9			3	1	1	3	1	4	75025	2		1	60			"THE WAR IN IURAW"	99			"THE NEWS USUALLY IS WHAT I WATHC"	4	3	5	6	4	1	1.6097560975609757	7	60906	3.0	3.0	0.0	1.0	0.0	1.0	0.0	5.0	6.0	5.0	6.0	0.425	75.67131	738745	8.004657	80504	0.28	0.71	0.5	0.5	0.8333333	0.5	1.0	0.32421878	0.07559321	0.10972491	0.61914796	0.7272727	80.0	0.5	0.0	0.0	0.0	0.0
732	90706	972	48	"c"	3	48085	19100	"U"	1	2	2	2	1	9	1		2	3			2	1	4	2	1	3	1	6	9	2		2	9	9	3	1	3	9	3	2	3	2	1	2	2							1	1	2	2	1	4	1	2	2								2	1	2	2	2	2	2		9	9	3	1	1	9	3		2	1	3	2	2	1	1	3	2	2	1		3	9	3	1	3	3	34	6	2	1	1	1	3		6		9	1	1	2	2			1	2	1	2	1	1	4	75287	1	2	1	1			"FINANCIAL SECURITY"					2	3	5	2	4	1	3.4878048780487805	2	60907	2.0	4.0	0.0	1.0	0.0	0.0	0.0	9.0	6.0	9.0	1.0	0.425	75.67131	738745	8.004657	80504	0.28	0.71	0.25	0.75	0.8333333	1.0	0.0	0.32421878	0.07559321	0.10972491	0.61914796	0.7272727	34.0	1.0	0.0	0.0	0.0	0.0
248	90606	972	48	"c"	3	48085	19100	"U"	1	1	1	2	1	2	1	9	2	3	2	4				3	1	4	1	8	2		1		9	2	1	1	3	1	3	1	3	2	3	2	1	1	1	1	1	4	2							1	4	4	2	2	2	4	4	4	2								1		4	2	2	2		1	1		1	3	2	1	1	2	3	2	2	1	2		1	3	3	3	3	31	6	2	3	5	2	2	2	5		8	1	1	3		2		3	3	1	2	1	1	4	75023	2		2	59			"FORIEGN RELATIONS"	99				2	3	5	2	4	4	4.195121951219512	1	60906	2.0	3.0	1.0	0.0	0.0	0.0	0.0	8.0	6.0	8.0	2.0	0.425	75.67131	738745	8.004657	80504	0.28	0.71	0.25	0.5	0.8333333	0.875	0.2	0.32421878	0.07559321	0.10972491	0.61914796	0.7272727	31.0	0.875	1.0	0.0	1.0	1.0
1503	90906	972	48	"c"	3	48085	19100	"U"	1	2	2	2	1	1	1		2	2			3	3	2	1	1	2	1	10	2			1	2	2	1	1	2	1	2	1	3	1	1	2	3							1	1	1	1	1	2	2	2	2								2	2	2	2	2	2	2		2	3	2	2	2	3	3		9	1	3	2	1	1	2	4	2	3	1		3	1	1	2	1	2	39	6	2	2	3	1	1	2	6		7	2		2	1			1	5	1	2	1	1	4	75070			1	17			"EDUCATION"					2	3	5	3	4	2	2.1463414634146343	5	60906	1.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	6.0	7.0	1.0	0.425	75.67131	738745	8.004657	80504	0.28	0.71	0.0	0.0	0.8333333	0.75	0.0	0.32421878	0.07559321	0.10972491	0.61914796	0.7272727	39.0	0.75	1.0	0.0	0.0	0.0
202	90606	214	48	"c"	3	48113	19100	"U"	1	1	1	2	1	2	1	1	1	1	2	4				1	1	1	1	10	2		1		1	2	1	1	2	1	2	1	4	1	1	1	2	1	1	1	2	2	2							2	2	2	2	2	2	2	2	2	2								2		2	2	2	2		1	1		1	3	3	1	1	2	4	2	2	1	3		1	2	1	1	2	36	6	2	4	5	2	8		3	"SPIRTURLIST"	4	1	1	2	9			1	5	1	2	1	2	4	75219			2	60			"WAR IN IRAQ"	1			"WAR IN IRAQ"	2	5	4	3	4	4	4.097560975609756	1	60906	2.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	6.0	4.0	4.0	0.493	57.007496	2321014	21.942478	47974	0.49	0.5	0.25	0.0	0.8333333	0.375	0.6	0.58984375	0.23775946	0.30077946	0.2658797	0.45454544	36.0	0.375	1.0	0.0	0.0	1.0
730	90706	972	48	"c"	3	48113	19100	"U"	1	2	1	1	1	2	1		1	1			1	1	3	3	2	5	1	5	9	9		1	1	1	2	2	3	2	2	1	1	1	1	2	2							1	2	2	1	2	1	2	1	2								2	2	1	2	1	2	1		9	2	2	9	1	4	2		2	2	4	3	1	2	1	3	2	2	2		3	1	3	3	3	3	18	3	2	2	5	2	1	2	3		10	1	1	3		2		3	2	2		3	3	4	75115	1	1	2	1			"ECONOMY"					1	5	4	1	2	2	2.5121951219512195	4	60906	2.0	4.0	1.0	0.0	1.0	1.0	0.0		3.0	4.1265497	4.0	0.493	57.007496	2321014	21.942478	47974	0.49	0.5	0.25	0.75	0.33333334	0.39081872	0.6	0.58984375	0.23775946	0.30077946	0.2658797	0.45454544	18.0		1.0	0.0	0.0	1.0
1502	90906	972	48	"c"	3	48113	19100	"S"	2	1	2	1	1	1	4	1	2	2	3	4			2	3	1	2	1	10	1		4		1	9	3	2	3	2	1	1	1	4	1	1	1	2	2	1	2	1	1							1	1	1	1	4	2	3	3	4	1								3		2	1	2	1	2	2	1		1	2	3	1	1	1	2	1	1	1	3		1	1	2	3	3	53	6	2	1	1	1	1	1	1	"INDEPENDENT"	8	1	1	3		1	3		3	1	1	1	1	4	75048			2	34	52		"POVERTY AND ILLITERACY."	97			"LOCAL EVENTS IN THE COMMUNITY."	3	5	4	4	4	1	2.8780487804878048	4	60908	4.0	3.0	0.0	1.0	0.0	0.0	0.0	8.0	6.0	8.0	6.0	0.493	57.007496	2321014	21.942478	47974	0.49	0.5	0.75	0.5	0.8333333	0.875	1.0	0.58984375	0.23775946	0.30077946	0.2658797	0.45454544	53.0	0.875	1.0	0.0	0.0	0.0
290	90606	214	48	"c"	3	48113	19100	"U"	1	2	2	2	1	2	2		1	1			1	2		1	2	2	1	10	2			2	2	1	1	2	3	2	2	1	1	1	1	1	1							1	1	1	1	1	1	2	1	1								2	1	2	2	2	1	1		1	4	2	2	2		1		2	2	4	2	2	1	2	3	2	2	1		4	1	3	1	3	3	33	3	2	2	2	1	1	1	2		3	1	1	2	2			1	1	1	2	1	2	4	75219			1	62	34	1	"terrorismhungereconomics"					2	5	4	2	2	2	2.8780487804878048	2	60906	2.0	5.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	3.0	5.0	0.493	57.007496	2321014	21.942478	47974	0.49	0.5	0.25	1.0	0.33333334	0.25	0.8	0.58984375	0.23775946	0.30077946	0.2658797	0.45454544	33.0	0.25	0.0	0.0	0.0	0.0
1505	90906	972	48	"c"	3	48121	19100	"S"	2	1	1	2	1	9	4	1	2	4	1	1			1	3	1	3	9	4	9	1	1		9	9	2	2	3	2	2	1	4	4	1	1	1	1	1	3	4	2	1							2	3	3	9	3	3	2	2	4	2								9		3	1	1	1	1	1	1		9	2	9	1	1	9	2	1	1	2	2		1	1	2	2	1	49	6	2	1	1	1	2	2	4		8	2		1	1		1		3	2		1	1	4	75034	1	1	1	76	62		"GAS PRICES & TERRORISTS"	6			"HOW THE PROBLEMS WITH THE GAS PRICES ARE BEING HANDLED"	2	3	5	4	4	1	1.6829268292682926	12	60907	5.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	6.0	8.0	3.0	0.414	78.24718	628084	7.7957726	70622	0.29	0.7	1.0	0.5	0.8333333	0.875	0.4	0.28125	0.0642516	0.1068616	0.5118317	0.7142857	49.0	0.875	1.0	0.0	0.0	1.0
731	90706	972	48	"c"	3	48121	19100	"U"	1	1	1	1	1	1	4	1	1	3	1	2			2	2	1	2	1	10	1		2		1	9	3	2	1	2	2	1	1	4	1	1	1	1	1	1	1	1	1							1	1	1	1	1	1	1	1	4	1								1		9	1	2	2	1	1	1		2	2	1	2	3	9	2	1	1	2	2		1	1	2	2	1	62	5	1	4	1	2	9		3		8	1	1	1	2		3		2	1	1	1	1	4	75007	9		1	62			"terroism"	99			"non e really"	3	3	5	5	3	3	2.5365853658536586	4	60907	4.0	4.0	1.0	0.0	0.0	0.0	0.0	8.0	5.0	8.0	4.0	0.414	78.24718	628084	7.7957726	70622	0.29	0.7	0.75	0.75	0.6666667	0.875	0.6	0.28125	0.0642516	0.1068616	0.5118317	0.7142857	62.0	0.875	0.0	1.0	0.0	1.0
1484	90906	940	48	"c"	3	48121	19100	"S"	2	1	1	1	1	1	2	1	1	3	1	3			1	1	1	2	1	10	1		1		1	2	1	1	1	1	2	2	1	4	1	1	1	2	1	1	1	1	1							1	1	1	1	1	1	1	1	1	1								1		3	1	2	1	1	1	2		2	1	1	2	1	1	1	1	1	2	1		2	1	2	2	1	61	6	2	4	1	2	1	2	4		8	1	1	1	1		1		2	1	1	1	1	4	76210	1	1	2	62			"TERRORISM"	21			"LEAD UP TO 9/11"	3	3	5	5	4	4	1.5609756097560976	13	60907	5.0	4.0	1.0	0.0	0.0	0.0	0.0	8.0	6.0	8.0	3.0	0.414	78.24718	628084	7.7957726	70622	0.29	0.7	1.0	0.75	0.8333333	0.875	0.4	0.28125	0.0642516	0.1068616	0.5118317	0.7142857	61.0	0.875	0.0	0.0	0.0	1.0
432	90706	361	48	"c"	3	48123	0	"R"	3	2	2	1	1	2	4		2	2			1	2	2	2	1	1	1	10	1			3	2	2	2	2	3	1	2	1	2	3	2	3	1							2	2	1	1	2	2	4	1	1								4	1	4	4	1	1	1		1	2	1	1	1	2	2		2	1	3	3	2	1	1	2	1	1	2		2	2	3	2	3	1	56	7	2	1	1	2	1	2	2		6	1	1	3		1	9		2	1	1	1	1	4	77954	2		2	1			"economy"					3	1	5	5	4	1	1.4146341463414633	3	60907	4.0	4.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0	6.0	5.0	0.46	72.90887	20025	10.556804	40668	0.24	0.76	0.75	0.75	1.0	0.625	0.8	0.46093753	0.001931828	0.1447088	0.18653823	0.7922078	56.0	0.625	0.0	0.0	0.0	0.0
1452	90906	915	48	"m"	3	48141	21340	"U"	1	2	2	1	1	9	2		3	2			2	4	3	3	1	1	9	7	2			1	9	1	2	1	1	2	3	1	1	3	3	1	1							1	1	1	1	3	3	9	1	1								4	1	1	9	1	9	1		1	9	1	1	1	1	2		2	2	2	1	2	1	1	1	1	1	2		2	1	1	2	2	1	70	5	2	1	1	2	2	2	2		8	2		1	2		3		2	1	1	3	1	4	79912			1	1			"THE ECONOMY"					4	3	5	6	3	1	1.7073170731707317	4	60908	4.0	4.0	0.0	1.0	0.0	1.0	0.0	8.0	5.0	8.0	5.0	0.469	78.13047	772280	2.9164293	36333	0.56	0.43	0.75	0.75	0.6666667	0.875	0.8	0.4960938	0.0790302	0.039977346	0.13946114	0.36363637	70.0	0.875	0.0	0.0	0.0	0.0
1453	90806	915	48	"m"	3	48141	21340	"U"	1	2	1	9	1	1	1		2	1			1	4	1	2	1	1	1	9	3	3		3	2	2	1	1	2	2	1	1	2	2	2	1	1							1	1	1	1	1	2	1	4	1								4	2	1	2	4	2	2		2	2	1	1	2	3	2		2	1	3	1	1	2	2	2	1	2	1		2	1	1	3	3	1	61	7	2	4	1	2	2	2	4		10	1	1	3		9			1	2		1	1	4	79926	2		2	99								3	3	5	5	4	4	1.146341463414634	1	60908	3.0	5.0	1.0	0.0	0.0	0.0	0.0		7.0	6.9353285	3.0	0.469	78.13047	772280	2.9164293	36333	0.56	0.43	0.5	1.0	1.0	0.74191606	0.4	0.4960938	0.0790302	0.039977346	0.13946114	0.36363637	61.0		1.0	0.0	0.0	1.0
1454	90806	915	48	"m"	3	48141	21340	"U"	1	1	1	2	1	1	1	1	2	3	4	3			4	1	2	5	1	9	1		2		1	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1							2	1	1	2	1	1	2	1	2	1								3		1	2	1	2	3	1	9		1	2	1	1	1	9	2	2	2	1	2		2	1	1	1	2	18	3	1	4	5	2	1	2	2		3	2		1	1		1		1	2		2	2	4	79924			1	88			"THE WEATHER IS BEING IGNORED  W/HURRICANES"	17			"THE WEATHER"	1	3	5	1	2	3	5.073170731707317	1	60908	5.0	5.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	5.0	0.469	78.13047	772280	2.9164293	36333	0.56	0.43	1.0	1.0	0.33333334	0.25	0.8	0.4960938	0.0790302	0.039977346	0.13946114	0.36363637	18.0	0.25	1.0	1.0	0.0	1.0
186	90606	806	48	"c"	3	48153	0	"R"	3	2	1	1	1	9	4		4	4			4	1		3	1	1	1	10	1			3	1	1	3	2	9	1	3	1	4	4	1	3	3							1	1	1	2	1	4	9	9	1								4	1	4	1	4	4	1		1	9	9	2	2		2		2	9	2	1	1	2	1	9	1	9	2		9	9	1	3	3	3	80	3	2	4	4	2	1	1	2		4	1	1	3		1	1		3	1	1	3	1	4	79241			2	96			"WATER SHORTAGE"					4	1	5	6	2	4	1.4146341463414633	1	60906	4.0	3.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	4.0	5.0	0.425	87.679955	6599	2.015457	35240	0.21	0.79	0.75	0.5	0.33333334	0.375	0.8	0.32421878	5.5580155E-4	0.027627146	0.12759142	0.83116883	80.0	0.375	1.0	0.0	0.0	1.0
401	90706	281	48	"c"	3	48167	26420	"S"	2	1	1	9	1	1	4	1	2	2	1	2			1	3	1	1	1	10	1		4		1	2	2	1	3	1	2	1	1	4	1	2	2	2	1	3	1	2	2							4	4	4	4	4	4	4	4	4	4								4		3	3	1	1	2	1	1		2	3	1	2	3	1	2	1	1	9	9		1	1	2	9	1	46	5	2	1	1	1	2	1	3		9	1	1	3		1	2		1	1	1	1	1	4	77546			2	1			"THE ECONOMY"	1	20		"THE WAR, DIFFERENT ECONOMIC ISSUES"	2	3	4	4	3	1	1.7560975609756098	3	60906	4.0	5.0	1.0	1.0	0.0	0.0	0.0	9.0	5.0	9.0	4.0	0.452	77.03667	286326	13.989299	58317	0.41	0.58	0.75	1.0	0.6666667	1.0	0.6	0.42968747	0.029224932	0.1917602	0.37820226	0.5584415	46.0	1.0	0.0	0.0	0.0	1.0
1426	90806	903	48	"c"	3	48181	43300	"U"	1	1	1	1	1	1	2	1	1	2	1	1			2	3	1	2	1	10	1		1		1	1	2	1	3	2	3	1	1	4	1	1	1	1	1	2	1	1	1							1	1	1	1	1	1	1	1	1	1								1		3	2	2	1	2	1	1		2	3	1	2	1	1	2	1	1	2	2		1	1	1	3	1	67	6	2	1	1	2	1	1	1		8	1	1	1	1		2		2	1	1	3	1	4	75092			1	60			"IRAQ"	10			"LONDON WANTING TO BOMB PLAINS."	4	2	5	6	4	1	1.0975609756097562	2	60906	5.0	4.0	1.0	1.0	0.0	1.0	0.0	8.0	6.0	8.0	6.0	0.427	84.35493	119111	5.5234194	46875	0.3	0.69	1.0	0.75	0.8333333	0.875	1.0	0.3320312	0.012087121	0.07571301	0.2539448	0.70129865	67.0	0.875	0.0	0.0	0.0	1.0
1425	90906	903	48	"c"	3	48183	30980	"S"	2	1	1	1	1	1	1	1	2	2	2	1			2	1	1	1	1	10	9	9	1		1	2	1	1	9	2	3	1	3	1	1	1	1	2	2	2	2	1	1							2	1	1	2	2	1	2	1	2	2								2		3	1	1	1	1	1	1		2	2	3	2	1	2	3	1	1	2	3		1	1	2	3	1	74	5	2	2	1	2	1	1	2		10	1	1	9		9			3	1	9	3	1	4	75603	1	1	2	62			"TERRORISM"	15			"MR BUSH SPEAKING ABOUT TERRORISM"	4	3	5	6	3	2	1.170731707317073	5	60906	3.0	3.0	1.0	0.0	1.0	1.0	0.0		5.0	4.8609247	5.0	0.464	70.70989	119525	19.974901	43367	0.29	0.71	0.5	0.5	0.6666667	0.4826156	0.8	0.47656244	0.012129551	0.27380863	0.21584874	0.7272727	74.0		0.0	0.0	0.0	1.0
1481	90906	936	48	"c"	3	48185	0	"R"	3	2	1	1	1	1	2		1	3			1	1	3	3	2	2	1	8	9	1		1	9	9	1	2	1	2	3	9	4	4	3	1	2							3	1	3	1	2	4	9	9	1								9	9	1	1	1	1	9		9	9	1	2	2	2	2		2	2	2	1	2	3	1	2	1	1	2		2	2	3	3	3	3	38	5	2	1	1	1	1	2	3	"nondenominational"	4	2		9		1	3		9	2		3	1	4	77831			2	96			"stop"					2	1	5	3	3	1	1.6829268292682926	9	60906	4.0	4.0	1.0	1.0	0.0	1.0	0.0	4.0	5.0	4.0	4.0	0.456	74.39332	26208	16.76969	39429	0.34	0.66	0.75	0.75	0.6666667	0.375	0.6	0.4453125	0.0025655217	0.22987276	0.17308298	0.66233766	38.0	0.375	0.0	0.0	0.0	1.0
832	90906	281	48	"c"	3	48201	26420	"S"	2	1	1	1	1	2	1	1	1	3	1	4			2	1	1	1	1	10	1		2		2	1	1	1	3	2	3	1	1	3	1	2	2	3	1	3	1	2	1							1	1	1	1	1	1	1	1	1	1								1		4	1	1	1	1	2	2		2	1	3	2	1	1	2	1	1	2	2		1	1	2	3	1	22	5	2	1	5	2	2	2	1		9	1	1	1	1		3		1	1	1	2	3	4	77375			1	47			"ELEGAL IMMIGRATION"	12	10	6	"IMMIGRATION AND WAR ON TERRORIAN,PRICE OF OIL"	1	4	4	1	3	1	3.951219512195122	9	60907	5.0	5.0	1.0	1.0	0.0	0.0	0.0	9.0	5.0	9.0	6.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	1.0	1.0	0.6666667	1.0	1.0	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	22.0	1.0	0.0	0.0	0.0	1.0
833	90906	281	48	"c"	3	48201	26420	"S"	2	1	2	1	1	9	4	1	3	4	3	4			3	3	2	4	1	6	1		4		9	9	2	1	9	2	3	1	2	3	1	2	1	1	1	2	1	1	3							9	1	1	1	4	4	9	4	9	9								1		9	9	1	1	2	2	9		2	2	3	2	1	9	9	1	9	2	2		1	1	2	2	1	50	5	1	1	2	2	1	9	5		4	2		3		1	3		3	2		1	2	4	77530	2		1	47	76		"THE BORDERS IS ONE, FINANCIAL -- THE PRICE OF GAS AND ELECTRICITY"	12			"I HAVEN''T BEEN FOLLOWING -- IMMIGRATION NEWS THE MOST -- I''VE BEEN DISGUSTED WITH POLITICS"	3	4	4	4	3	3	3.073170731707317	14	60907	4.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	2.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	0.75	0.5	0.6666667	0.375	0.2	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	50.0	0.375	0.0	1.0	0.0	0.0
